Restaurant ID,Country,City,Cuisines,Price,Rating
6703176,Brazil,Sí£o Paulo,"Bar Food, Brazilian, Beverages",3,4.6
6713772,Brazil,Sí£o Paulo,"Lebanese, Arabian",4,4.1
17284404,United States,Albany,"Seafood, BBQ, Burger",2,3.3
17284203,United States,Albany,"BBQ, American",1,3.3
17284302,United States,Albany,Mexican,1,3.4
17284397,United States,Albany,"Sandwich, Beverages",1,3.4
17284094,United States,Albany,Fast Food,1,3.5
17284409,United States,Albany,"Chinese, Asian, Vegetarian",1,3.9
17284139,United States,Albany,"Sandwich, Bar Food, Pizza",2,3.7
17284403,United States,Albany,"Bar Food, Tapas, Steak",4,3.5
17284145,United States,Albany,"Chinese, Vegetarian, Seafood",2,3.6
17284150,United States,Albany,Chinese,1,3.8
17284175,United States,Albany,"Sandwich, Burger, American",2,3.5
17284179,United States,Albany,"Steak, American",2,3.5
17284197,United States,Albany,"Sushi, Japanese, Steak",3,3.6
17284241,United States,Albany,"Sushi, Japanese, Steak",3,3.5
17284390,United States,Albany,"Bar Food, Tapas, Seafood",3,3.8
17284279,United States,Albany,"Pizza, Italian",1,3.7
17284364,United States,Albany,"Breakfast, Diner, American",1,3.4
16611114,Australia,Armidale,"Bar Food, Steak",2,3.5
17293281,United States,Athens,"Southern, Southwestern, American",3,4.5
17293301,United States,Athens,Southern,1,4.5
17293409,United States,Athens,Mexican,1,4.6
17293163,United States,Athens,"Japanese, Korean",1,3.9
17293228,United States,Athens,"Breakfast, Sandwich, Burger",1,3.7
17293880,United States,Athens,"Breakfast, Sandwich",1,4.3
17293169,United States,Athens,"Sandwich, Burger, American",1,4.2
17293186,United States,Athens,"Italian, Pizza, American",2,4.0
17293180,United States,Athens,"Italian, Pizza, American",2,4.1
17293205,United States,Athens,American,3,4.3
17293229,United States,Athens,"Southern, Vegetarian, International",1,4.2
17293897,United States,Athens,Sandwich,1,4.1
17293273,United States,Athens,Italian,3,4.1
17293870,United States,Athens,"Sushi, Japanese, Asian",2,4.2
17293877,United States,Athens,"Spanish, Mexican",1,4.1
17293890,United States,Athens,"Southern, International",3,4.1
17293915,United States,Athens,Bar Food,1,4.4
17293422,United States,Athens,"Sandwich, Pizza, Italian",1,4.4
17293873,United States,Athens,"Bar Food, Burger",2,4.2
17294014,United States,Athens,"Desserts, Latin American, Argentine",1,4.1
17294556,United States,Augusta,"Chinese, Steak",3,4.6
17294607,United States,Augusta,"Seafood, Caribbean, American",3,4.9
17294279,United States,Augusta,"Vegetarian, Tapas, International",2,4.5
17294300,United States,Augusta,"Sandwich, Southern, Desserts",1,3.9
17295215,United States,Augusta,"Burger, American",2,3.9
17295028,United States,Augusta,"French, Breakfast",3,3.8
17294642,United States,Augusta,BBQ,2,3.5
17295109,United States,Augusta,American,3,4.3
17294441,United States,Augusta,"Desserts, Pizza, Italian",2,4.1
17294552,United States,Augusta,"Sandwich, Pizza, Italian",2,4.4
17294565,United States,Augusta,Mexican,1,4.0
17294623,United States,Augusta,"Sandwich, Bar Food, Seafood",2,4.0
17294712,United States,Augusta,"Sushi, Southwestern, Mexican",3,4.2
17295033,United States,Augusta,Steak,3,4.0
17295069,United States,Augusta,Indian,2,4.0
17294261,United States,Augusta,German,2,3.9
17295115,United States,Augusta,Vietnamese,1,4.1
17294836,United States,Augusta,"Seafood, Burger",2,4.0
17294850,United States,Augusta,Thai,3,4.3
17294883,United States,Augusta,Mexican,1,4.2
16608864,Australia,Balingup,Modern Australian,2,3.2
16604911,Australia,Beechworth,"Bar Food, Pizza",2,4.6
17303465,United States,Boise,"Bar Food, American",2,4.5
17303642,United States,Boise,"Pizza, Italian",2,4.6
17303670,United States,Boise,"Breakfast, Sandwich",2,4.5
17303545,United States,Boise,"Seafood, Steak, American",4,3.9
17303655,United States,Boise,"Spanish, European",1,4.3
17304691,United States,Boise,"Latin American, Steak",4,4.1
17303478,United States,Boise,"Sandwich, Burger, American",1,4.2
17303480,United States,Boise,"Bar Food, American",2,4.3
17304733,United States,Boise,"Burger, American",1,4.4
17303646,United States,Boise,Pizza,2,4.1
17304929,United States,Boise,"Burger, American",2,4.4
17303684,United States,Boise,Pizza,1,4.3
17303772,United States,Boise,Mexican,1,4.4
17305123,United States,Boise,"Vegetarian, Seafood, Italian",2,4.4
17303787,United States,Boise,"Sushi, Thai",3,4.0
17303990,United States,Boise,"Sushi, Japanese, Teriyaki",2,4.1
17304741,United States,Boise,Breakfast,1,4.3
17304726,United States,Boise,Brazilian,3,4.0
17304486,United States,Boise,"Steak, BBQ, American",2,4.0
17304533,United States,Boise,American,3,4.4
17316233,United States,Cedar Rapids/Iowa City,"Mediterranean, Seafood, American",3,3.7
17315883,United States,Cedar Rapids/Iowa City,"Pizza, Italian",3,4.1
17315995,United States,Cedar Rapids/Iowa City,Mexican,1,4.1
17316018,United States,Cedar Rapids/Iowa City,"Breakfast, Burger, American",3,4.1
17316038,United States,Cedar Rapids/Iowa City,"Burger, BBQ, American",2,4.4
17316771,United States,Cedar Rapids/Iowa City,Indian,2,4.2
17316201,United States,Cedar Rapids/Iowa City,"Sushi, Chinese, Thai",1,4.2
17316208,United States,Cedar Rapids/Iowa City,Chinese,1,4.2
17316389,United States,Cedar Rapids/Iowa City,"Italian, Pizza, American",2,3.8
17316278,United States,Cedar Rapids/Iowa City,Indian,2,4.1
17316744,United States,Cedar Rapids/Iowa City,Burger,1,4.9
17316751,United States,Cedar Rapids/Iowa City,"Breakfast, Burger, American",1,4.5
17316766,United States,Cedar Rapids/Iowa City,"Breakfast, Diner",2,3.6
17316743,United States,Cedar Rapids/Iowa City,"Sushi, International, American",3,3.8
17316374,United States,Cedar Rapids/Iowa City,Pizza,2,4.3
17316381,United States,Cedar Rapids/Iowa City,International,3,4.3
17316802,United States,Cedar Rapids/Iowa City,"Breakfast, American",2,4.1
17316416,United States,Cedar Rapids/Iowa City,"Vegetarian, Mediterranean, Tapas",3,4.0
17316449,United States,Cedar Rapids/Iowa City,BBQ,2,4.2
17316603,United States,Cedar Rapids/Iowa City,"Sandwich, Pizza",2,4.7
16659169,Canada,Chatham-Kent,"Sushi, Japanese",2,3.7
17558684,United States,Clatskanie,"Breakfast, Desserts, American",1,4.3
18366580,United States,Cochrane,"Japanese, Asian",2,3.1
17330755,United States,Columbus,"Asian, Vietnamese",1,3.3
17330611,United States,Columbus,"Cajun, Seafood, American",2,4.6
17330609,United States,Columbus,American,2,4.5
17330024,United States,Columbus,"Bar Food, Southern, Burger",2,3.8
17330074,United States,Columbus,"Bar Food, Pizza",2,3.9
17330185,United States,Columbus,"Japanese, Steak",3,3.9
17330397,United States,Columbus,"Breakfast, Diner, Southern",1,3.7
17330735,United States,Columbus,"Sushi, Japanese, Steak",3,3.6
17330676,United States,Columbus,"Sushi, Japanese, Thai",3,3.7
17330048,United States,Columbus,"Vegetarian, Seafood, Steak",3,4.2
17330604,United States,Columbus,Steak,2,4.3
17330087,United States,Columbus,Chinese,2,4.0
17330137,United States,Columbus,"Southern, BBQ",2,4.0
17330155,United States,Columbus,"Pizza, Italian",1,4.0
17330309,United States,Columbus,Pizza,2,4.1
17330311,United States,Columbus,"Tapas, American",3,4.1
17330615,United States,Columbus,"Chinese, Asian",1,4.2
17330638,United States,Columbus,American,2,4.3
17330628,United States,Columbus,"Mediterranean, Pizza, Italian",3,4.0
17330546,United States,Columbus,"Seafood, Steak, American",3,4.4
16643459,Canada,Consort,"Chinese, Canadian",2,3.0
17334434,United States,Dalton,"Southern, BBQ, American",2,3.7
17334348,United States,Dalton,"Sandwich, Desserts",1,4.4
17334213,United States,Dalton,BBQ,2,4.4
17334355,United States,Dalton,"Tex-Mex, Mexican",1,3.9
17334212,United States,Dalton,"Breakfast, Southern, BBQ",1,4.9
17333797,United States,Dalton,American,2,3.8
17334217,United States,Dalton,"Sushi, Japanese",3,3.8
17334273,United States,Dalton,Mexican,1,3.8
17334254,United States,Dalton,Italian,2,3.7
17333836,United States,Dalton,"Burger, American",1,4.1
17334197,United States,Dalton,Fast Food,1,4.1
17333882,United States,Dalton,Mexican,1,4.1
17334211,United States,Dalton,"Sushi, Japanese, American",2,4.6
17334390,United States,Dalton,Japanese,1,4.3
17334034,United States,Dalton,Thai,2,4.2
17334414,United States,Dalton,"Sandwich, Desserts",1,3.7
17334082,United States,Dalton,BBQ,1,4.1
17334364,United States,Dalton,"Diner, Southern, American",1,4.3
17334398,United States,Dalton,"Southern, BBQ, American",1,4.2
17334219,United States,Dalton,"Pizza, Italian",1,4.1
17335173,United States,Davenport,"Indian, Mediterranean, Middle Eastern",2,4.6
17335195,United States,Davenport,"Sushi, Teriyaki",3,4.5
17335225,United States,Davenport,"Pizza, Burger",2,3.9
17335219,United States,Davenport,"Breakfast, Greek, American",1,4.0
17334965,United States,Davenport,Italian,2,4.1
17335189,United States,Davenport,"Breakfast, American",2,3.4
17335156,United States,Davenport,Asian,2,4.9
17334717,United States,Davenport,Fast Food,1,3.9
17334752,United States,Davenport,"French, American",4,3.7
18453427,United States,Davenport,"Bar Food, BBQ, American",2,0.0
17793744,United States,Davenport,Mexican,2,0.0
17334679,United States,Davenport,Mexican,1,4.3
17334718,United States,Davenport,Chinese,2,4.0
17334763,United States,Davenport,Thai,2,4.1
17335158,United States,Davenport,American,1,4.3
17334782,United States,Davenport,American,2,4.0
17334846,United States,Davenport,Mexican,2,4.1
17334853,United States,Davenport,American,2,4.1
17335168,United States,Davenport,"Sushi, Japanese",3,4.2
17334958,United States,Davenport,"Steak, BBQ, American",2,4.2
17258496,United States,Des Moines,"Desserts, BBQ, Burger",2,4.5
17259395,United States,Des Moines,"Beverages, American",2,4.9
17258350,United States,Des Moines,"Cajun, BBQ, Caribbean",3,4.5
17258136,United States,Des Moines,"Sushi, Asian, Thai",2,4.1
17258522,United States,Des Moines,"Chinese, Asian",2,4.0
17259958,United States,Des Moines,"Latin American, Mexican",2,3.2
17258036,United States,Des Moines,"Pizza, Italian",3,4.5
17259368,United States,Des Moines,"Chinese, Pizza",2,4.6
17257684,United States,Des Moines,"Asian, Vegetarian, Vietnamese, Beverages",1,4.4
17258154,United States,Des Moines,"Bar Food, Pizza, American",3,4.2
17259340,United States,Des Moines,French,3,4.3
17259243,United States,Des Moines,"Sushi, Japanese",2,4.8
17259625,United States,Des Moines,"Desserts, Vegetarian, Burger",1,4.2
17259169,United States,Des Moines,"Italian, American",4,4.1
17259166,United States,Des Moines,Chinese,1,4.1
17259335,United States,Des Moines,"Breakfast, Southwestern, Mexican",1,4.0
17259248,United States,Des Moines,"BBQ, American",2,4.3
17258552,United States,Des Moines,"Breakfast, American",2,3.8
17259550,United States,Des Moines,Latin American,2,4.0
17259200,United States,Des Moines,"Sushi, Seafood",3,4.2
16615894,Australia,Dicky Beach,"Tea, Modern Australian, Beverages",1,3.6
17342816,United States,Dubuque,Breakfast,1,3.4
17342498,United States,Dubuque,Seafood,2,3.3
17342648,United States,Dubuque,Mexican,1,3.4
17342781,United States,Dubuque,"Seafood, BBQ, American",2,3.3
17342799,United States,Dubuque,Italian,2,3.4
17342772,United States,Dubuque,"Sandwich, Burger, American",2,3.5
17342771,United States,Dubuque,Mexican,1,3.6
17342548,United States,Dubuque,"Desserts, Pizza, Ice Cream",1,3.5
17342556,United States,Dubuque,"Burger, American",2,3.6
17342811,United States,Dubuque,"Sushi, Japanese, Steak",3,3.7
17342576,United States,Dubuque,"Burger, American",2,3.6
17342770,United States,Dubuque,"Pizza, International",3,3.8
17342585,United States,Dubuque,Mexican,1,3.5
17342494,United States,Dubuque,"Breakfast, Pizza",1,3.5
17342594,United States,Dubuque,"Italian, American",2,3.6
17342625,United States,Dubuque,American,3,3.6
17342652,United States,Dubuque,"Pizza, Italian",2,3.6
17342665,United States,Dubuque,"Breakfast, Burger, American",1,3.5
17342810,United States,Dubuque,"Cafe, Pizza, Burger, American",2,3.7
17342775,United States,Dubuque,"Seafood, Steak, American",4,3.6
16612028,Australia,East Ballina,Cafe,2,4.1
17536645,United States,Fernley,Mexican,1,3.7
16613507,Australia,Flaxton,"Tea, Modern Australian",3,3.5
16607969,Australia,Forrest,"Australian, Cafe",2,3.7
17374405,United States,Gainesville,"Sandwich, Seafood, American",2,4.4
17375060,United States,Gainesville,"Seafood, BBQ, Burger",1,4.1
17375164,United States,Gainesville,"Cajun, Burger, American",2,3.8
17375078,United States,Gainesville,BBQ,1,3.9
17375049,United States,Gainesville,"Chinese, Japanese, Thai",1,4.4
17375077,United States,Gainesville,"Bar Food, Vegetarian, Seafood",2,4.1
17375141,United States,Gainesville,Seafood,2,3.8
17375198,United States,Gainesville,"Southern, American",3,4.3
17375180,United States,Gainesville,"Sandwich, BBQ",1,4.1
17375072,United States,Gainesville,"Sandwich, Seafood, Cajun",2,4.9
17375047,United States,Gainesville,Thai,1,4.6
17375074,United States,Gainesville,BBQ,2,3.8
17374921,United States,Gainesville,"Sandwich, European, American",2,4.2
17374819,United States,Gainesville,Southern,1,4.3
17375089,United States,Gainesville,"Southern, American",2,4.2
17375214,United States,Gainesville,German,3,3.8
17374951,United States,Gainesville,"Ice Cream, German",1,3.9
17374978,United States,Gainesville,"Sandwich, Burger, German",2,2.2
17375104,United States,Gainesville,"Sandwich, Pizza, Italian",1,4.0
16604358,Australia,Hepburn Springs,"Modern Australian, Beverages, Cafe",2,3.8
16604896,Australia,Hepburn Springs,"Cafe, Fusion, Italian",1,3.8
16612550,Australia,Huskisson,"Breakfast, Modern Australian",2,4.1
16606299,Australia,Inverloch,"Modern Australian, Beverages, Burger",1,3.7
16605794,Australia,Lakes Entrance,"Breakfast, Beverages",1,3.8
17557488,United States,Lakeview,"Sandwich, Desserts, Burger",1,3.6
17452342,United States,Lincoln,Thai,2,4.5
16611498,Australia,Lorn,"Breakfast, Beverages",2,3.6
17842104,Australia,Macedon,Cafe,2,3.5
17501291,United States,Macon,"Cuban, Latin American, Beverages",2,3.9
17500759,United States,Macon,"Sandwich, Pizza",1,4.9
17500767,United States,Macon,Seafood,2,4.6
17500819,United States,Macon,"Chinese, Thai",2,4.5
17500911,United States,Macon,"Bar Food, Desserts, Burger",2,4.5
17501279,United States,Macon,"Seafood, American",3,4.1
17500695,United States,Macon,Steak,4,4.0
17501298,United States,Macon,"Sandwich, Desserts, Greek",1,4.3
17500847,United States,Macon,"Italian, Mediterranean, European",4,4.2
17500872,United States,Macon,"Mediterranean, Vegetarian, Greek",1,4.2
17501315,United States,Macon,"Sushi, Chinese, American",2,3.7
17501201,United States,Macon,Italian,2,3.7
17501247,United States,Macon,"Sushi, Japanese, Thai",1,3.7
17501281,United States,Macon,"Sandwich, Vegetarian, Pizza",2,3.8
17501143,United States,Macon,Mexican,1,4.1
17501292,United States,Macon,"Seafood, Greek, American",2,4.0
17501308,United States,Macon,BBQ,2,4.2
17501301,United States,Macon,"Sushi, Japanese, Thai",1,4.0
17501268,United States,Macon,"Sushi, Japanese, Steak",3,4.1
16611701,Australia,Mayfield,Asian,2,2.9
17482142,United States,Mc Millan,"Breakfast, Burger",1,2.4
16609169,Australia,Middleton Beach,"Bar Food, Modern Australian",3,3.8
17687832,United States,Monroe,"Pizza, Italian",2,3.6
16613059,Australia,Montville,"Modern Australian, Beverages",3,2.4
17534788,United States,Ojo Caliente,"Southwestern, International, American",3,3.6
17061237,United States,Orlando,"Spanish, Tapas",3,4.4
17057397,United States,Orlando,Hawaiian,3,4.5
17058534,United States,Orlando,"Sandwich, Salad, American",3,4.7
17060320,United States,Orlando,Irish,4,4.3
17057925,United States,Orlando,"Tapas, New American",3,4.6
17060869,United States,Orlando,"Brazilian, Steak",4,4.6
17057591,United States,Orlando,Caribbean,3,4.3
17059541,United States,Orlando,Italian,4,4.4
17064266,United States,Orlando,"Asian, Thai",3,4.6
17064405,United States,Orlando,"Asian, Vegetarian, Latin American",1,4.4
17060516,United States,Orlando,American,4,4.4
17059012,United States,Orlando,German,3,4.8
17061296,United States,Orlando,"Tea, Sandwich, American",2,4.9
17061205,United States,Orlando,"Sandwich, BBQ, American",3,4.9
17064031,United States,Orlando,Cajun,2,4.7
17066603,United States,Orlando,"Cajun, Southern, Soul Food",2,3.6
17057797,United States,Orlando,"Turkish, Mediterranean",3,4.2
17061253,United States,Orlando,"Breakfast, Vegetarian, American",2,4.4
17061231,United States,Orlando,Pub Food,3,4.4
16613649,Australia,Palm Cove,"Mediterranean, Seafood",3,4.4
18255631,Australia,Paynesville,Modern Australian,4,2.6
16608483,Australia,Penola,"Sandwich, Beverages, Cafe",2,3.4
17580453,United States,Pensacola,"Tex-Mex, Southwestern, Mexican",2,4.2
17580142,United States,Pensacola,"Bar Food, Burger, Steak",3,4.9
17580160,United States,Pensacola,"Sandwich, Pizza, Italian",1,4.6
17580349,United States,Pensacola,"Asian, Vietnamese",1,4.5
17580412,United States,Pensacola,"Pizza, Seafood, Italian",3,3.7
17580590,United States,Pensacola,Tapas,2,3.9
17580704,United States,Pensacola,"Bar Food, Burger",2,3.7
17579928,United States,Pensacola,"Latin American, Southwestern, Mexican",2,4.2
17579992,United States,Pensacola,"Sushi, Seafood",3,4.1
17580030,United States,Pensacola,"Tapas, International, European",3,4.4
17580074,United States,Pensacola,"Sushi, Japanese",2,4.3
17580020,United States,Pensacola,"Sushi, Seafood, American",3,4.0
17580350,United States,Pensacola,"Mediterranean, Pizza, Italian",2,4.1
17580408,United States,Pensacola,Seafood,3,3.9
17579653,United States,Pensacola,"Seafood, Steak, Caribbean",3,3.5
17580476,United States,Pensacola,"Breakfast, Burger",2,4.2
17580422,United States,Pensacola,"Sandwich, Seafood, Burger",3,4.4
17580539,United States,Pensacola,"Seafood, Caribbean",3,4.3
17580511,United States,Pensacola,Greek,1,4.7
17580021,United States,Pensacola,"Sandwich, Seafood, Cajun",3,4.4
16604370,Australia,Phillip Island,"Breakfast, Modern Australian, Beverages",2,3.7
17582467,United States,Pocatello,"Fast Food, Burger",1,3.7
17582668,United States,Pocatello,"Steak, BBQ, American",3,3.5
17582498,United States,Pocatello,"Asian, Thai",1,3.6
17582499,United States,Pocatello,"Bar Food, Pizza",1,3.6
17582522,United States,Pocatello,"Sandwich, Pizza, Italian",3,3.7
17582524,United States,Pocatello,"Breakfast, American",3,3.6
17582527,United States,Pocatello,Chinese,1,3.5
17582551,United States,Pocatello,"Sandwich, Beverages",1,3.8
17582558,United States,Pocatello,"Sandwich, Pizza",1,3.8
17582560,United States,Pocatello,"Greek, American",2,3.7
17582677,United States,Pocatello,"Sandwich, Pizza, Burger",1,3.5
17582670,United States,Pocatello,"Pizza, American",2,3.7
17582625,United States,Pocatello,"Seafood, Steak, American",3,3.6
17582627,United States,Pocatello,Mexican,1,3.6
17582700,United States,Pocatello,"Sushi, Asian, Vegetarian",2,3.6
17582664,United States,Pocatello,"Indian, Vegetarian, International",2,3.8
17582682,United States,Pocatello,"Desserts, Thai",2,3.7
17582669,United States,Pocatello,New American,3,3.6
18491935,United States,Pocatello,"Indian, Persian",2,0.0
17582546,United States,Pocatello,Mexican,1,4.1
17629582,United States,Potrero,"Burger, BBQ, American",2,3.3
17211719,United States,Princeton,Seafood,4,4.0
17144717,United States,Rest of Hawaii,Seafood,2,4.5
17143970,United States,Rest of Hawaii,"Bar Food, Pizza, American",3,4.7
17144991,United States,Rest of Hawaii,Seafood,3,4.5
17142519,United States,Rest of Hawaii,"Hawaiian, American",1,4.5
17145408,United States,Rest of Hawaii,Burger,3,4.2
17143336,United States,Rest of Hawaii,"Sushi, Japanese, Seafood",3,4.2
17145077,United States,Rest of Hawaii,Asian,1,4.6
17141447,United States,Rest of Hawaii,"Breakfast, Asian, Hawaiian",1,4.2
17142096,United States,Rest of Hawaii,"Breakfast, Burger",2,4.4
17142297,United States,Rest of Hawaii,"Hawaiian, Seafood, Steak",3,4.3
17142535,United States,Rest of Hawaii,"Hawaiian, Seafood, Steak",3,4.3
17142792,United States,Rest of Hawaii,"Hawaiian, Seafood",4,4.9
17145495,United States,Rest of Hawaii,Japanese,1,4.9
17143950,United States,Rest of Hawaii,"Asian, Burger, American",3,4.6
17142747,United States,Rest of Hawaii,American,2,3.9
17141990,United States,Rest of Hawaii,"Hawaiian, Seafood, Steak",4,4.4
17144732,United States,Rest of Hawaii,Breakfast,1,4.0
17143282,United States,Rest of Hawaii,"Asian, Seafood, European",4,4.2
17143705,United States,Rest of Hawaii,"Breakfast, Hawaiian, American",2,4.2
17615915,United States,Savannah,Southern,3,3.3
17616487,United States,Savannah,Burger,3,4.7
17615924,United States,Savannah,"Sandwich, Desserts, Ice Cream",1,4.6
17615979,United States,Savannah,"Southern, American",3,4.5
17616266,United States,Savannah,"Sandwich, Mediterranean, International",2,4.5
17615976,United States,Savannah,"Sandwich, Bar Food, American",2,3.7
17616025,United States,Savannah,"Seafood, Steak, American",3,3.8
17615597,United States,Savannah,"Breakfast, American",2,4.1
17615740,United States,Savannah,"Bar Food, American",2,4.4
17616203,United States,Savannah,"Breakfast, Vegetarian",1,4.2
17616590,United States,Savannah,"Breakfast, American",1,4.1
17615855,United States,Savannah,"Breakfast, Cajun",3,4.1
17616348,United States,Savannah,"Breakfast, Diner, Sandwich",2,4.3
17616368,United States,Savannah,"Desserts, Beverages",1,4.3
17616400,United States,Savannah,"Pizza, Seafood, Steak",4,4.0
17616076,United States,Savannah,"Sandwich, Southern, Cafe",2,4.3
17616205,United States,Savannah,"Southern, Seafood, American",4,4.4
17616222,United States,Savannah,American,4,4.1
17616295,United States,Savannah,Seafood,3,3.8
18483372,Singapore,Singapore,"Singaporean, Chinese, Continental",4,3.4
18484349,Singapore,Singapore,"Steak, American",4,4.0
18496057,Singapore,Singapore,"French, Mediterranean, European",4,3.8
18483389,Singapore,Singapore,American,4,3.1
18483222,Singapore,Singapore,French,4,3.8
18483085,Singapore,Singapore,French,4,3.9
18484423,Singapore,Singapore,Bakery,2,4.2
18483714,Singapore,Singapore,Italian,4,4.1
18485469,Singapore,Singapore,"French, Cafe, Bakery, Italian",3,3.2
18479690,Singapore,Singapore,"Singaporean, Japanese, American",4,3.2
18483224,Singapore,Singapore,Cafe,3,3.7
18493989,Singapore,Singapore,"Singaporean, Malay, Seafood, Indian, Chinese",3,3.0
18484464,Singapore,Singapore,"Asian, Seafood, Continental",4,3.8
18483051,Singapore,Singapore,"Cantonese, Chinese, Dim Sum, Seafood",4,3.9
18482983,Singapore,Singapore,"Singaporean, Australian, German",4,3.1
18479742,Singapore,Singapore,"Fast Food, Western, Fusion",4,3.2
